pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year
Kepler-139 d,Kepler-139,1,4,Transit,2023
Kepler-139 d,Kepler-139,1,4,Transit,2023
Kepler-139 d,Kepler-139,1,4,Transit,2023
Kepler-139 d,Kepler-139,1,4,Transit,2023
Kepler-139 d,Kepler-139,1,4,Transit,2023
Kepler-139 e,Kepler-139,1,4,Radial Velocity,2023
Kepler-1390 b,Kepler-1390,1,1,Transit,2016
Kepler-1390 b,Kepler-1390,1,1,Transit,2016
Kepler-1390 b,Kepler-1390,1,1,Transit,2016
Kepler-1390 b,Kepler-1390,1,1,Transit,2016
Kepler-1390 b,Kepler-1390,1,1,Transit,2016
Kepler-1390 b,Kepler-1390,1,1,Transit,2016
Kepler-1390 b,Kepler-1390,1,1,Transit,2016
Kepler-1390 b,Kepler-1390,1,1,Transit,2016
Kepler-1390 b,Kepler-1390,1,1,Transit,2016
Kepler-1391 b,Kepler-1391,1,1,Transit,2016
Kepler-1391 b,Kepler-1391,1,1,Transit,2016
Kepler-1391 b,Kepler-1391,1,1,Transit,2016
Kepler-1391 b,Kepler-1391,1,1,Transit,2016
Kepler-1391 b,Kepler-1391,1,1,Transit,2016
Kepler-1391 b,Kepler-1391,1,1,Transit,2016
Kepler-1391 b,Kepler-1391,1,1,Transit,2016
Kepler-1391 b,Kepler-1391,1,1,Transit,2016
Kepler-1391 b,Kepler-1391,1,1,Transit,2016
Kepler-1391 b,Kepler-1391,1,1,Transit,2016
Kepler-1392 b,Kepler-1392,1,1,Transit,2016
Kepler-1392 b,Kepler-1392,1,1,Transit,2016
Kepler-1392 b,Kepler-1392,1,1,Transit,2016
Kepler-1392 b,Kepler-1392,1,1,Transit,2016
Kepler-1392 b,Kepler-1392,1,1,Transit,2016
Kepler-1392 b,Kepler-1392,1,1,Transit,2016
Kepler-1392 b,Kepler-1392,1,1,Transit,2016
Kepler-1392 b,Kepler-1392,1,1,Transit,2016
Kepler-1392 b,Kepler-1392,1,1,Transit,2016
Kepler-1393 b,Kepler-1393,1,1,Transit,2016
Kepler-1393 b,Kepler-1393,1,1,Transit,2016
Kepler-1393 b,Kepler-1393,1,1,Transit,2016
Kepler-1393 b,Kepler-1393,1,1,Transit,2016
Kepler-1393 b,Kepler-1393,1,1,Transit,2016
Kepler-1393 b,Kepler-1393,1,1,Transit,2016
Kepler-1393 b,Kepler-1393,1,1,Transit,2016
Kepler-1393 b,Kepler-1393,1,1,Transit,2016
Kepler-1394 b,Kepler-1394,1,1,Transit,2016
Kepler-1394 b,Kepler-1394,1,1,Transit,2016
Kepler-1394 b,Kepler-1394,1,1,Transit,2016
Kepler-1394 b,Kepler-1394,1,1,Transit,2016
Kepler-1394 b,Kepler-1394,1,1,Transit,2016
Kepler-1394 b,Kepler-1394,1,1,Transit,2016
Kepler-1394 b,Kepler-1394,1,1,Transit,2016
Kepler-1394 b,Kepler-1394,1,1,Transit,2016
Kepler-1394 b,Kepler-1394,1,1,Transit,2016
Kepler-1395 b,Kepler-1395,1,1,Transit,2016
Kepler-1395 b,Kepler-1395,1,1,Transit,2016
Kepler-1395 b,Kepler-1395,1,1,Transit,2016
Kepler-1395 b,Kepler-1395,1,1,Transit,2016
Kepler-1395 b,Kepler-1395,1,1,Transit,2016
Kepler-1395 b,Kepler-1395,1,1,Transit,2016
Kepler-1395 b,Kepler-1395,1,1,Transit,2016
Kepler-1395 b,Kepler-1395,1,1,Transit,2016
Kepler-1395 b,Kepler-1395,1,1,Transit,2016
Kepler-1396 b,Kepler-1396,1,1,Transit,2016
Kepler-1396 b,Kepler-1396,1,1,Transit,2016
Kepler-1396 b,Kepler-1396,1,1,Transit,2016
Kepler-1396 b,Kepler-1396,1,1,Transit,2016
Kepler-1396 b,Kepler-1396,1,1,Transit,2016
Kepler-1396 b,Kepler-1396,1,1,Transit,2016
Kepler-1396 b,Kepler-1396,1,1,Transit,2016
Kepler-1396 b,Kepler-1396,1,1,Transit,2016
Kepler-1396 b,Kepler-1396,1,1,Transit,2016
Kepler-1396 b,Kepler-1396,1,1,Transit,2016
Kepler-1397 b,Kepler-1397,1,1,Transit,2016
Kepler-1397 b,Kepler-1397,1,1,Transit,2016
Kepler-1397 b,Kepler-1397,1,1,Transit,2016
Kepler-1397 b,Kepler-1397,1,1,Transit,2016
Kepler-1397 b,Kepler-1397,1,1,Transit,2016
Kepler-1397 b,Kepler-1397,1,1,Transit,2016
Kepler-1397 b,Kepler-1397,1,1,Transit,2016
Kepler-1397 b,Kepler-1397,1,1,Transit,2016
Kepler-1397 b,Kepler-1397,1,1,Transit,2016
Kepler-1397 b,Kepler-1397,1,1,Transit,2016
Kepler-1398 b,Kepler-1398,1,2,Transit,2016
Kepler-1398 b,Kepler-1398,1,2,Transit,2016
Kepler-1398 b,Kepler-1398,1,2,Transit,2016
Kepler-1398 b,Kepler-1398,1,2,Transit,2016
Kepler-1398 b,Kepler-1398,1,2,Transit,2016
Kepler-1398 b,Kepler-1398,1,2,Transit,2016
Kepler-1398 b,Kepler-1398,1,2,Transit,2016
Kepler-1398 b,Kepler-1398,1,2,Transit,2016
Kepler-1398 b,Kepler-1398,1,2,Transit,2016
Kepler-1398 c,Kepler-1398,1,2,Transit,2016
Kepler-1398 c,Kepler-1398,1,2,Transit,2016
Kepler-1398 c,Kepler-1398,1,2,Transit,2016
Kepler-1398 c,Kepler-1398,1,2,Transit,2016
Kepler-1398 c,Kepler-1398,1,2,Transit,2016
Kepler-1398 c,Kepler-1398,1,2,Transit,2016
Kepler-1398 c,Kepler-1398,1,2,Transit,2016
Kepler-1398 c,Kepler-1398,1,2,Transit,2016
Kepler-1398 c,Kepler-1398,1,2,Transit,2016
Kepler-1399 b,Kepler-1399,1,1,Transit,2016
Kepler-1399 b,Kepler-1399,1,1,Transit,2016
Kepler-1399 b,Kepler-1399,1,1,Transit,2016
Kepler-1399 b,Kepler-1399,1,1,Transit,2016
Kepler-1399 b,Kepler-1399,1,1,Transit,2016
Kepler-1399 b,Kepler-1399,1,1,Transit,2016
Kepler-1399 b,Kepler-1399,1,1,Transit,2016
Kepler-1399 b,Kepler-1399,1,1,Transit,2016
Kepler-1399 b,Kepler-1399,1,1,Transit,2016
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-14 b,Kepler-14,2,1,Transit,2011
Kepler-140 b,Kepler-140,1,2,Transit,2014
Kepler-140 b,Kepler-140,1,2,Transit,2014
Kepler-140 b,Kepler-140,1,2,Transit,2014
Kepler-140 b,Kepler-140,1,2,Transit,2014
Kepler-140 b,Kepler-140,1,2,Transit,2014
Kepler-140 b,Kepler-140,1,2,Transit,2014
Kepler-140 b,Kepler-140,1,2,Transit,2014
Kepler-140 b,Kepler-140,1,2,Transit,2014
Kepler-140 b,Kepler-140,1,2,Transit,2014
Kepler-140 b,Kepler-140,1,2,Transit,2014
Kepler-140 b,Kepler-140,1,2,Transit,2014
Kepler-140 c,Kepler-140,1,2,Transit,2014
Kepler-140 c,Kepler-140,1,2,Transit,2014
Kepler-140 c,Kepler-140,1,2,Transit,2014
Kepler-140 c,Kepler-140,1,2,Transit,2014
Kepler-140 c,Kepler-140,1,2,Transit,2014
Kepler-140 c,Kepler-140,1,2,Transit,2014
Kepler-140 c,Kepler-140,1,2,Transit,2014
Kepler-140 c,Kepler-140,1,2,Transit,2014
Kepler-140 c,Kepler-140,1,2,Transit,2014
Kepler-140 c,Kepler-140,1,2,Transit,2014
Kepler-140 c,Kepler-140,1,2,Transit,2014
Kepler-1400 b,Kepler-1400,1,1,Transit,2016
Kepler-1400 b,Kepler-1400,1,1,Transit,2016
Kepler-1400 b,Kepler-1400,1,1,Transit,2016
Kepler-1400 b,Kepler-1400,1,1,Transit,2016
Kepler-1400 b,Kepler-1400,1,1,Transit,2016
Kepler-1400 b,Kepler-1400,1,1,Transit,2016
Kepler-1400 b,Kepler-1400,1,1,Transit,2016
Kepler-1400 b,Kepler-1400,1,1,Transit,2016
Kepler-1400 b,Kepler-1400,1,1,Transit,2016
Kepler-1401 b,Kepler-1401,1,1,Transit,2016
Kepler-1401 b,Kepler-1401,1,1,Transit,2016
Kepler-1401 b,Kepler-1401,1,1,Transit,2016
Kepler-1401 b,Kepler-1401,1,1,Transit,2016
Kepler-1401 b,Kepler-1401,1,1,Transit,2016
Kepler-1401 b,Kepler-1401,1,1,Transit,2016
Kepler-1401 b,Kepler-1401,1,1,Transit,2016
Kepler-1402 b,Kepler-1402,1,1,Transit,2016
Kepler-1402 b,Kepler-1402,1,1,Transit,2016
Kepler-1402 b,Kepler-1402,1,1,Transit,2016
Kepler-1402 b,Kepler-1402,1,1,Transit,2016
Kepler-1402 b,Kepler-1402,1,1,Transit,2016
Kepler-1402 b,Kepler-1402,1,1,Transit,2016
Kepler-1402 b,Kepler-1402,1,1,Transit,2016
Kepler-1402 b,Kepler-1402,1,1,Transit,2016
Kepler-1402 b,Kepler-1402,1,1,Transit,2016
Kepler-1403 b,Kepler-1403,1,1,Transit,2016
Kepler-1403 b,Kepler-1403,1,1,Transit,2016
Kepler-1403 b,Kepler-1403,1,1,Transit,2016
Kepler-1403 b,Kepler-1403,1,1,Transit,2016
Kepler-1403 b,Kepler-1403,1,1,Transit,2016
Kepler-1403 b,Kepler-1403,1,1,Transit,2016
Kepler-1403 b,Kepler-1403,1,1,Transit,2016
Kepler-1403 b,Kepler-1403,1,1,Transit,2016
Kepler-1403 b,Kepler-1403,1,1,Transit,2016
Kepler-1404 b,Kepler-1404,1,1,Transit,2016
Kepler-1404 b,Kepler-1404,1,1,Transit,2016
Kepler-1404 b,Kepler-1404,1,1,Transit,2016
Kepler-1404 b,Kepler-1404,1,1,Transit,2016
Kepler-1404 b,Kepler-1404,1,1,Transit,2016
Kepler-1404 b,Kepler-1404,1,1,Transit,2016
Kepler-1404 b,Kepler-1404,1,1,Transit,2016
Kepler-1404 b,Kepler-1404,1,1,Transit,2016
Kepler-1404 b,Kepler-1404,1,1,Transit,2016
Kepler-1404 b,Kepler-1404,1,1,Transit,2016
Kepler-1405 b,Kepler-1405,1,1,Transit,2016
Kepler-1405 b,Kepler-1405,1,1,Transit,2016
Kepler-1405 b,Kepler-1405,1,1,Transit,2016
Kepler-1405 b,Kepler-1405,1,1,Transit,2016
Kepler-1405 b,Kepler-1405,1,1,Transit,2016
Kepler-1405 b,Kepler-1405,1,1,Transit,2016
Kepler-1405 b,Kepler-1405,1,1,Transit,2016
Kepler-1405 b,Kepler-1405,1,1,Transit,2016
Kepler-1405 b,Kepler-1405,1,1,Transit,2016
Kepler-1405 b,Kepler-1405,1,1,Transit,2016
Kepler-1406 b,Kepler-1406,1,1,Transit,2016
Kepler-1406 b,Kepler-1406,1,1,Transit,2016
Kepler-1406 b,Kepler-1406,1,1,Transit,2016
Kepler-1406 b,Kepler-1406,1,1,Transit,2016
Kepler-1406 b,Kepler-1406,1,1,Transit,2016
Kepler-1406 b,Kepler-1406,1,1,Transit,2016
Kepler-1406 b,Kepler-1406,1,1,Transit,2016
Kepler-1406 b,Kepler-1406,1,1,Transit,2016
Kepler-1407 b,Kepler-1407,1,1,Transit,2016
Kepler-1407 b,Kepler-1407,1,1,Transit,2016
Kepler-1407 b,Kepler-1407,1,1,Transit,2016
Kepler-1407 b,Kepler-1407,1,1,Transit,2016
Kepler-1407 b,Kepler-1407,1,1,Transit,2016
Kepler-1407 b,Kepler-1407,1,1,Transit,2016
Kepler-1407 b,Kepler-1407,1,1,Transit,2016
Kepler-1407 b,Kepler-1407,1,1,Transit,2016
Kepler-1407 b,Kepler-1407,1,1,Transit,2016
Kepler-1407 b,Kepler-1407,1,1,Transit,2016
Kepler-1408 b,Kepler-1408,1,1,Transit,2016
Kepler-1408 b,Kepler-1408,1,1,Transit,2016
Kepler-1408 b,Kepler-1408,1,1,Transit,2016
Kepler-1408 b,Kepler-1408,1,1,Transit,2016
Kepler-1408 b,Kepler-1408,1,1,Transit,2016
Kepler-1408 b,Kepler-1408,1,1,Transit,2016
Kepler-1408 b,Kepler-1408,1,1,Transit,2016
Kepler-1408 b,Kepler-1408,1,1,Transit,2016
Kepler-1408 b,Kepler-1408,1,1,Transit,2016
Kepler-1409 b,Kepler-1409,1,1,Transit,2016
Kepler-1409 b,Kepler-1409,1,1,Transit,2016
Kepler-1409 b,Kepler-1409,1,1,Transit,2016
Kepler-1409 b,Kepler-1409,1,1,Transit,2016
Kepler-1409 b,Kepler-1409,1,1,Transit,2016
Kepler-1409 b,Kepler-1409,1,1,Transit,2016
Kepler-1409 b,Kepler-1409,1,1,Transit,2016
Kepler-1409 b,Kepler-1409,1,1,Transit,2016
Kepler-1409 b,Kepler-1409,1,1,Transit,2016
Kepler-141 b,Kepler-141,1,2,Transit,2014
Kepler-141 b,Kepler-141,1,2,Transit,2014
Kepler-141 b,Kepler-141,1,2,Transit,2014
Kepler-141 b,Kepler-141,1,2,Transit,2014
Kepler-141 b,Kepler-141,1,2,Transit,2014
Kepler-141 b,Kepler-141,1,2,Transit,2014
Kepler-141 b,Kepler-141,1,2,Transit,2014
Kepler-141 b,Kepler-141,1,2,Transit,2014
Kepler-141 b,Kepler-141,1,2,Transit,2014
Kepler-141 b,Kepler-141,1,2,Transit,2014
Kepler-141 c,Kepler-141,1,2,Transit,2014
Kepler-141 c,Kepler-141,1,2,Transit,2014
Kepler-141 c,Kepler-141,1,2,Transit,2014
Kepler-141 c,Kepler-141,1,2,Transit,2014
Kepler-141 c,Kepler-141,1,2,Transit,2014
Kepler-141 c,Kepler-141,1,2,Transit,2014
Kepler-141 c,Kepler-141,1,2,Transit,2014
Kepler-141 c,Kepler-141,1,2,Transit,2014
Kepler-141 c,Kepler-141,1,2,Transit,2014
Kepler-141 c,Kepler-141,1,2,Transit,2014
Kepler-141 c,Kepler-141,1,2,Transit,2014
Kepler-1410 b,Kepler-1410,1,1,Transit,2016
Kepler-1410 b,Kepler-1410,1,1,Transit,2016
Kepler-1410 b,Kepler-1410,1,1,Transit,2016
Kepler-1410 b,Kepler-1410,1,1,Transit,2016
Kepler-1410 b,Kepler-1410,1,1,Transit,2016
Kepler-1410 b,Kepler-1410,1,1,Transit,2016
Kepler-1410 b,Kepler-1410,1,1,Transit,2016
Kepler-1410 b,Kepler-1410,1,1,Transit,2016
Kepler-1410 b,Kepler-1410,1,1,Transit,2016
Kepler-1410 b,Kepler-1410,1,1,Transit,2016
Kepler-1411 b,Kepler-1411,1,1,Transit,2016
Kepler-1411 b,Kepler-1411,1,1,Transit,2016
Kepler-1411 b,Kepler-1411,1,1,Transit,2016
Kepler-1411 b,Kepler-1411,1,1,Transit,2016
Kepler-1411 b,Kepler-1411,1,1,Transit,2016
Kepler-1411 b,Kepler-1411,1,1,Transit,2016
Kepler-1411 b,Kepler-1411,1,1,Transit,2016
Kepler-1411 b,Kepler-1411,1,1,Transit,2016
Kepler-1411 b,Kepler-1411,1,1,Transit,2016
Kepler-1411 b,Kepler-1411,1,1,Transit,2016
Kepler-1412 b,Kepler-1412,1,1,Transit,2016
Kepler-1412 b,Kepler-1412,1,1,Transit,2016
Kepler-1412 b,Kepler-1412,1,1,Transit,2016
Kepler-1412 b,Kepler-1412,1,1,Transit,2016
Kepler-1412 b,Kepler-1412,1,1,Transit,2016
Kepler-1412 b,Kepler-1412,1,1,Transit,2016
Kepler-1412 b,Kepler-1412,1,1,Transit,2016
Kepler-1412 b,Kepler-1412,1,1,Transit,2016
Kepler-1412 b,Kepler-1412,1,1,Transit,2016
Kepler-1413 b,Kepler-1413,1,1,Transit,2016
Kepler-1413 b,Kepler-1413,1,1,Transit,2016
Kepler-1413 b,Kepler-1413,1,1,Transit,2016
Kepler-1413 b,Kepler-1413,1,1,Transit,2016
Kepler-1413 b,Kepler-1413,1,1,Transit,2016
Kepler-1413 b,Kepler-1413,1,1,Transit,2016
Kepler-1413 b,Kepler-1413,1,1,Transit,2016
Kepler-1413 b,Kepler-1413,1,1,Transit,2016
Kepler-1413 b,Kepler-1413,1,1,Transit,2016
Kepler-1414 b,Kepler-1414,1,1,Transit,2016
Kepler-1414 b,Kepler-1414,1,1,Transit,2016
Kepler-1414 b,Kepler-1414,1,1,Transit,2016
Kepler-1414 b,Kepler-1414,1,1,Transit,2016
Kepler-1414 b,Kepler-1414,1,1,Transit,2016
Kepler-1414 b,Kepler-1414,1,1,Transit,2016
Kepler-1414 b,Kepler-1414,1,1,Transit,2016
Kepler-1414 b,Kepler-1414,1,1,Transit,2016
Kepler-1414 b,Kepler-1414,1,1,Transit,2016
Kepler-1415 b,Kepler-1415,1,1,Transit,2016
Kepler-1415 b,Kepler-1415,1,1,Transit,2016
Kepler-1415 b,Kepler-1415,1,1,Transit,2016
Kepler-1415 b,Kepler-1415,1,1,Transit,2016
Kepler-1415 b,Kepler-1415,1,1,Transit,2016
Kepler-1415 b,Kepler-1415,1,1,Transit,2016
Kepler-1415 b,Kepler-1415,1,1,Transit,2016
Kepler-1415 b,Kepler-1415,1,1,Transit,2016
Kepler-1415 b,Kepler-1415,1,1,Transit,2016
Kepler-1416 b,Kepler-1416,1,1,Transit,2016
Kepler-1416 b,Kepler-1416,1,1,Transit,2016
Kepler-1416 b,Kepler-1416,1,1,Transit,2016
Kepler-1416 b,Kepler-1416,1,1,Transit,2016
Kepler-1416 b,Kepler-1416,1,1,Transit,2016
Kepler-1416 b,Kepler-1416,1,1,Transit,2016
Kepler-1416 b,Kepler-1416,1,1,Transit,2016
Kepler-1416 b,Kepler-1416,1,1,Transit,2016
Kepler-1417 b,Kepler-1417,1,1,Transit,2016
Kepler-1417 b,Kepler-1417,1,1,Transit,2016
Kepler-1417 b,Kepler-1417,1,1,Transit,2016
Kepler-1417 b,Kepler-1417,1,1,Transit,2016
Kepler-1417 b,Kepler-1417,1,1,Transit,2016
Kepler-1417 b,Kepler-1417,1,1,Transit,2016
Kepler-1417 b,Kepler-1417,1,1,Transit,2016
Kepler-1417 b,Kepler-1417,1,1,Transit,2016
Kepler-1417 b,Kepler-1417,1,1,Transit,2016
Kepler-1418 b,Kepler-1418,1,1,Transit,2016
Kepler-1418 b,Kepler-1418,1,1,Transit,2016
Kepler-1418 b,Kepler-1418,1,1,Transit,2016
Kepler-1418 b,Kepler-1418,1,1,Transit,2016
Kepler-1418 b,Kepler-1418,1,1,Transit,2016
Kepler-1418 b,Kepler-1418,1,1,Transit,2016
Kepler-1418 b,Kepler-1418,1,1,Transit,2016
Kepler-1418 b,Kepler-1418,1,1,Transit,2016
Kepler-1418 b,Kepler-1418,1,1,Transit,2016
Kepler-1419 b,Kepler-1419,1,1,Transit,2016
Kepler-1419 b,Kepler-1419,1,1,Transit,2016
Kepler-1419 b,Kepler-1419,1,1,Transit,2016
Kepler-1419 b,Kepler-1419,1,1,Transit,2016
Kepler-1419 b,Kepler-1419,1,1,Transit,2016
Kepler-1419 b,Kepler-1419,1,1,Transit,2016
Kepler-1419 b,Kepler-1419,1,1,Transit,2016
Kepler-1419 b,Kepler-1419,1,1,Transit,2016
Kepler-1419 b,Kepler-1419,1,1,Transit,2016
Kepler-1419 b,Kepler-1419,1,1,Transit,2016
Kepler-142 b,Kepler-142,1,3,Transit,2014
Kepler-142 b,Kepler-142,1,3,Transit,2014
Kepler-142 b,Kepler-142,1,3,Transit,2014
Kepler-142 b,Kepler-142,1,3,Transit,2014
Kepler-142 b,Kepler-142,1,3,Transit,2014
Kepler-142 b,Kepler-142,1,3,Transit,2014
Kepler-142 b,Kepler-142,1,3,Transit,2014
Kepler-142 b,Kepler-142,1,3,Transit,2014
Kepler-142 b,Kepler-142,1,3,Transit,2014
Kepler-142 b,Kepler-142,1,3,Transit,2014
Kepler-142 b,Kepler-142,1,3,Transit,2014
Kepler-142 c,Kepler-142,1,3,Transit,2014
Kepler-142 c,Kepler-142,1,3,Transit,2014
Kepler-142 c,Kepler-142,1,3,Transit,2014
Kepler-142 c,Kepler-142,1,3,Transit,2014
Kepler-142 c,Kepler-142,1,3,Transit,2014
Kepler-142 c,Kepler-142,1,3,Transit,2014
Kepler-142 c,Kepler-142,1,3,Transit,2014
Kepler-142 c,Kepler-142,1,3,Transit,2014
Kepler-142 c,Kepler-142,1,3,Transit,2014
Kepler-142 c,Kepler-142,1,3,Transit,2014
Kepler-142 c,Kepler-142,1,3,Transit,2014
Kepler-142 d,Kepler-142,1,3,Transit,2014
Kepler-142 d,Kepler-142,1,3,Transit,2014
Kepler-142 d,Kepler-142,1,3,Transit,2014
Kepler-142 d,Kepler-142,1,3,Transit,2014
Kepler-142 d,Kepler-142,1,3,Transit,2014
Kepler-142 d,Kepler-142,1,3,Transit,2014
Kepler-142 d,Kepler-142,1,3,Transit,2014
Kepler-142 d,Kepler-142,1,3,Transit,2014
Kepler-142 d,Kepler-142,1,3,Transit,2014
Kepler-142 d,Kepler-142,1,3,Transit,2014
Kepler-142 d,Kepler-142,1,3,Transit,2014
Kepler-1420 b,Kepler-1420,1,1,Transit,2016
Kepler-1420 b,Kepler-1420,1,1,Transit,2016
Kepler-1420 b,Kepler-1420,1,1,Transit,2016
Kepler-1420 b,Kepler-1420,1,1,Transit,2016
Kepler-1420 b,Kepler-1420,1,1,Transit,2016
Kepler-1420 b,Kepler-1420,1,1,Transit,2016
Kepler-1420 b,Kepler-1420,1,1,Transit,2016
Kepler-1420 b,Kepler-1420,1,1,Transit,2016
Kepler-1420 b,Kepler-1420,1,1,Transit,2016
Kepler-1421 b,Kepler-1421,1,1,Transit,2016
Kepler-1421 b,Kepler-1421,1,1,Transit,2016
Kepler-1421 b,Kepler-1421,1,1,Transit,2016
Kepler-1421 b,Kepler-1421,1,1,Transit,2016
Kepler-1421 b,Kepler-1421,1,1,Transit,2016
Kepler-1421 b,Kepler-1421,1,1,Transit,2016
Kepler-1421 b,Kepler-1421,1,1,Transit,2016
Kepler-1421 b,Kepler-1421,1,1,Transit,2016
Kepler-1421 b,Kepler-1421,1,1,Transit,2016
Kepler-1422 b,Kepler-1422,1,1,Transit,2016
Kepler-1422 b,Kepler-1422,1,1,Transit,2016
Kepler-1422 b,Kepler-1422,1,1,Transit,2016
Kepler-1422 b,Kepler-1422,1,1,Transit,2016
Kepler-1422 b,Kepler-1422,1,1,Transit,2016
Kepler-1422 b,Kepler-1422,1,1,Transit,2016
Kepler-1422 b,Kepler-1422,1,1,Transit,2016
Kepler-1422 b,Kepler-1422,1,1,Transit,2016
Kepler-1422 b,Kepler-1422,1,1,Transit,2016
Kepler-1423 b,Kepler-1423,1,1,Transit,2016
Kepler-1423 b,Kepler-1423,1,1,Transit,2016
Kepler-1423 b,Kepler-1423,1,1,Transit,2016
Kepler-1423 b,Kepler-1423,1,1,Transit,2016
Kepler-1423 b,Kepler-1423,1,1,Transit,2016
Kepler-1423 b,Kepler-1423,1,1,Transit,2016
Kepler-1423 b,Kepler-1423,1,1,Transit,2016
Kepler-1423 b,Kepler-1423,1,1,Transit,2016
Kepler-1424 b,Kepler-1424,1,1,Transit,2016
Kepler-1424 b,Kepler-1424,1,1,Transit,2016
Kepler-1424 b,Kepler-1424,1,1,Transit,2016
Kepler-1424 b,Kepler-1424,1,1,Transit,2016
Kepler-1424 b,Kepler-1424,1,1,Transit,2016
Kepler-1424 b,Kepler-1424,1,1,Transit,2016
Kepler-1424 b,Kepler-1424,1,1,Transit,2016
Kepler-1424 b,Kepler-1424,1,1,Transit,2016
Kepler-1425 b,Kepler-1425,1,1,Transit,2016
Kepler-1425 b,Kepler-1425,1,1,Transit,2016
Kepler-1425 b,Kepler-1425,1,1,Transit,2016
Kepler-1425 b,Kepler-1425,1,1,Transit,2016
Kepler-1425 b,Kepler-1425,1,1,Transit,2016
Kepler-1425 b,Kepler-1425,1,1,Transit,2016
Kepler-1425 b,Kepler-1425,1,1,Transit,2016
Kepler-1425 b,Kepler-1425,1,1,Transit,2016
Kepler-1425 b,Kepler-1425,1,1,Transit,2016
Kepler-1426 b,Kepler-1426,1,1,Transit,2016
Kepler-1426 b,Kepler-1426,1,1,Transit,2016
Kepler-1426 b,Kepler-1426,1,1,Transit,2016
Kepler-1426 b,Kepler-1426,1,1,Transit,2016
Kepler-1426 b,Kepler-1426,1,1,Transit,2016
Kepler-1426 b,Kepler-1426,1,1,Transit,2016
Kepler-1426 b,Kepler-1426,1,1,Transit,2016
Kepler-1426 b,Kepler-1426,1,1,Transit,2016
Kepler-1427 b,Kepler-1427,1,1,Transit,2016
Kepler-1427 b,Kepler-1427,1,1,Transit,2016
Kepler-1427 b,Kepler-1427,1,1,Transit,2016
Kepler-1427 b,Kepler-1427,1,1,Transit,2016
Kepler-1427 b,Kepler-1427,1,1,Transit,2016
Kepler-1427 b,Kepler-1427,1,1,Transit,2016
Kepler-1427 b,Kepler-1427,1,1,Transit,2016
Kepler-1427 b,Kepler-1427,1,1,Transit,2016
Kepler-1428 b,Kepler-1428,1,1,Transit,2016
Kepler-1428 b,Kepler-1428,1,1,Transit,2016
Kepler-1428 b,Kepler-1428,1,1,Transit,2016
Kepler-1428 b,Kepler-1428,1,1,Transit,2016
Kepler-1428 b,Kepler-1428,1,1,Transit,2016
Kepler-1428 b,Kepler-1428,1,1,Transit,2016
Kepler-1428 b,Kepler-1428,1,1,Transit,2016
Kepler-1428 b,Kepler-1428,1,1,Transit,2016
Kepler-1428 b,Kepler-1428,1,1,Transit,2016
Kepler-1428 b,Kepler-1428,1,1,Transit,2016
Kepler-1429 b,Kepler-1429,1,1,Transit,2016
Kepler-1429 b,Kepler-1429,1,1,Transit,2016
Kepler-1429 b,Kepler-1429,1,1,Transit,2016
Kepler-1429 b,Kepler-1429,1,1,Transit,2016
Kepler-1429 b,Kepler-1429,1,1,Transit,2016
Kepler-1429 b,Kepler-1429,1,1,Transit,2016
Kepler-1429 b,Kepler-1429,1,1,Transit,2016
Kepler-1429 b,Kepler-1429,1,1,Transit,2016
Kepler-1429 b,Kepler-1429,1,1,Transit,2016
Kepler-143 b,Kepler-143,1,2,Transit,2014
Kepler-143 b,Kepler-143,1,2,Transit,2014
Kepler-143 b,Kepler-143,1,2,Transit,2014
Kepler-143 b,Kepler-143,1,2,Transit,2014
Kepler-143 b,Kepler-143,1,2,Transit,2014
Kepler-143 b,Kepler-143,1,2,Transit,2014
Kepler-143 b,Kepler-143,1,2,Transit,2014
Kepler-143 b,Kepler-143,1,2,Transit,2014
Kepler-143 b,Kepler-143,1,2,Transit,2014
Kepler-143 c,Kepler-143,1,2,Transit,2014
Kepler-143 c,Kepler-143,1,2,Transit,2014
Kepler-143 c,Kepler-143,1,2,Transit,2014
Kepler-143 c,Kepler-143,1,2,Transit,2014
Kepler-143 c,Kepler-143,1,2,Transit,2014
Kepler-143 c,Kepler-143,1,2,Transit,2014
Kepler-143 c,Kepler-143,1,2,Transit,2014
Kepler-143 c,Kepler-143,1,2,Transit,2014
Kepler-143 c,Kepler-143,1,2,Transit,2014
Kepler-143 c,Kepler-143,1,2,Transit,2014
Kepler-1430 b,Kepler-1430,1,1,Transit,2016
Kepler-1430 b,Kepler-1430,1,1,Transit,2016
Kepler-1430 b,Kepler-1430,1,1,Transit,2016
Kepler-1430 b,Kepler-1430,1,1,Transit,2016
Kepler-1430 b,Kepler-1430,1,1,Transit,2016
Kepler-1430 b,Kepler-1430,1,1,Transit,2016
